req_id,requirements,label
2398,"My smart home to monitor the temperature in my garage during the winter., I can make sure I can take stuff from the garage into the house (water bottles) that may freeze if it gets too cold in there..",Safety
2399,"my smart home to alert me where my pet is inside the home if it decides to hide, I can know if my animal is in the house (and where), or outside..",Safety
2400,"my smart home to automatically pick up my cat's droppings, the house will not smell and I won't have to do it.",Health
2401,"my smart home to use fingerprint technology as a locking mechanism, my family will be safer.",Safety
2402,"a Bible that is uploaded into my dining room table., I can read without using a book and it can be digital..",Entertainment
2403,"my smart home to respond to a certain decibel level of the word ""Help!"" to alert authorities, if alone and in an emergency, authorities can be called with minimal effort.",Safety
2404,"my thermostat to auto adjust when some leaves the home or comes home, electric bill can be lower.",Energy
2405,"my smart home feature to monitor my infants breathing at a very young age, it would give me peace of mind with the SIDS epedemic that may occur during the early months of life.",Safety
2406,"an information alarm connected to smartphone when my wife is within 5 miles., I know when she is going to be home, or if she's walking around the neighborhood..",Safety
2407,"the hot water heater to turn on, it does not waste energy when no one is home..",Energy
2408,"a reminder of when my favorite TV show is on., I can watch the show that I desire..",Entertainment
2409,"my thermostat to auto adjust to real time outdoor temperature, energy will be used efficiently based on weather.",Energy
2410,"my smart home to visual show me the wareabouts of my children if they are in another room playing, I would be able to cook or clean in another area of the house, while they are playing in another section..",Safety
2411,"an oven that assesses the meat for cooking., It is cooked to perfection the way I like it..",Health
2412,"my computer to have a screen built into the wall and respond to voice commands, if desired, I can use the computer more easily.",Entertainment
2413,"televisions to be linked between rooms so when I change to a different room it turns on with the same program/movie at the same part, if i want to lay down in bed i can just go to bed and watch the same movie i was watching in the living room without any hassle.",Entertainment
2414,"my alarm clock to sync with my coffee maker, I can wake up to hot coffee.",Other
2415,"to know how much humidity is in the house., I can turn up the water when it starts to get too dry..",Health
2416,"my smart house to adjust the temperature of which room I am occupying and decrease the temperature of other rooms not in use, I would conserve energy to only rooms in use.",Energy
2417,"to be notified how much water my cats drink,, I know they are hydrated..",Health
2418,"My smart phone to alert me if I leave the coffee pot on., I can avoid a dangerous situation such as a fire..",Safety
2419,"a motivator to alert me when I did not go to the gym., I can go to the gym and continue my fitness goals..",Health
2420,"an alert when my cat shits in its litter box, I can remove the smelly cat turds before they stink up my house.",Health
2421,"a home that knows when the floor is dirty, and sends appropriate robots to clean it, I don't have to clean the house all the time.",Health
2422,"a cross platform app that acts as a remote control for all lighting and the thermostat, i can turn on lights in other rooms before i enter them or change the temperature in certain rooms before i occupy them.",Energy
2423,"my smart home to update me on traffic, I can avoid traffic and excessive fuel consumption..",Safety
2424,"an indicator when my child is too close to the stairs., the child doesn't hurt them self..",Safety
2425,"my vacuum to auto run when the house is not occupied, pet messes and dirt will always be cleaned up.",Health
2426,"the refrigerator to make judgemental comments when I open it to eat snacks, I can be shamed by my appliances into not snacking too much.",Health
2427,"an indicator of my wife's general mood., I know how to act when she is around..",Safety
2428,"my curtains to adjust opacity depending on the level of light coming in, so that the house is always lit to a certain level and maintain energy usage.",Energy
2429,"An alarm to go off if anyone tries to open any door., A child does not exit unattended, and get lost or hurt..",Safety
2430,"an indicator of when the dog goes in and out the door, I can always track when my dog goes inside and out..",Safety
2431,"my bed to slowly tilt so that I roll out of it in the morning, I don't stay in bed too long.",Health
2432,"doors to be auto locked when entering or leaving the home, i am protected from a robbery or forgetting to lock the doors.",Safety
2433,"my television system to recommend movie and teach shows off of the selective user at the time and begin playing such film or show, I would be able to dive into watching movies, rather than shift through selections myself.",Entertainment
2434,"to be able to shut down my entire houses electricty, when I go on vacation or away I don't have to worry about it..",Energy
2435,"a doorbell with facial recognition, I can creep on the people coming to my house/tell who is outside.",Safety
2436,"my tv to auto shut off when there is no one sitting in front of it, i save energy.",Energy
2437,"an app to unlock doors so I can let guests in even if I'm busy elsewhere, so if I'm busy people don't have to wait for me i.e in the shower.",Safety
2438,"my smart home to automatically warm the floors in my home depending upon if the room is in use, I would be able to walk around my home without wearing anything on my feet.",Energy
2439,"my smart home to automatically put up barriers to certain rooms, my child does not wander into places they shouldn't.",Safety
2440,"my smart house to alert me about the septic tank, costly repairs can be avoided..",Health
2441,"windows that can project images that looks like there are ghosts in my house, I can scare away neighborhood children.",Safety
2442,"my smartphone to start the oven to cook dinner., When I get home, it will be preheated..",Entertainment
2443,"my smart home to automatically turn off appliances like heating ovens and toasters if no one is home., I don't have to worry about it..",Safety
2444,"a bathroom mirror that begins an anti-fog procedure during and after showers, I can shave more easily.",Safety
2445,"a pop up scarecrow/airhorn system, I can scare away neighbors and unwanted animals.",Entertainment
2446,"my washing to run only when there is a full load of laundry, i will conserve energy and water by only running when necessary.",Energy
2447,"my smart home to alert me if the roof has been comprimised, further costly repairs can be avoided..",Safety
2448,"laser tripwires installed that are app controlled in geometric patterns that set off alarms, burglers can't burgle.",Safety
2449,"my smart phone to link to the surround sound to indicate my schedule and remind of things I might have planned for the day, I can stay on time with my activities throughout the day,.",Entertainment
2450,"a shower that will go to my preferred temperature with a button press, I can shower more easily.",Health
2451,"an automatic bath which fills to my desired temperature and depth, I can stink less.",Health
2452,"my smart home to alert me to any pest intrusion, I can have them removed or abated..",Health
2453,"a fish tank that will automatically feed fish, my fish will be fed without having to think about it.",Other
2454,"smart electric sockets that only work if an actual plug is inserted, my kid can't stick metal crap in sockets and kill himself.",Safety
2455,"an beep alert when someone enters my driveway, i always know what is happening outside my house.",Safety
2456,"a tiny toy train that gathers up my recyclables and sorts them for me, like a coin sorting machine, I can recycle easily.",Energy
2457,"my smart fridge to connect with my phone to indicate whether I am running low on neccessary food suuplies, I would always be prepared when I go to the grocery store.",Health
2458,"my smart house to alert me about stppages in gutters and downspouts, flooding and water damage can be avoided..",Safety
2459,"My smart home to prevent long showers., my water bill will stay at a minimum.",Energy
2460,"my smart home to record my weight, body fat, and my daily calorie intake,, I can keep an accurate record..",Other
2461,"If any letter dorped in my letter box., I can know immidietly..",Other
2462,"a series of well placed airhorns (but a different frequency than the litter box airhorn and the garden airhorn), I can spook the cat off of unwanted surfaces.",Entertainment
2463,"my smart home to alert me when my wife is headed home, I can have dinner ready for her!.",Entertainment
2464,"app controlled motion detectors so i know if my child is going someplace he isn't supposed to be, when i'm busy my kid can't wander off and get hurt.",Safety
2465,"my curtains to auto open and close at certain times, i can get the proper lighting and the house will be safer at night because no one can peer in.",Safety
2466,"my smart home to play my playlists or audiobooks no matter where I am in the house,, I can enjoy them wherever I might be..",Entertainment
2467,"my smart home to alert me when my mail is delivered, I can get it as soon as possible when I am waiting for certain mail.",Other
2468,"if the weather is near to raining, I can close the window..",Safety
2469,"smart ovens and toasters that can maintain the temperature of food, even when cold so that you can put breakfast in the oven/toaster overnight and have it cook on a timer or via app, i can be lazy and cook from bed.",Other
2470,"toilets to auto flush when necessary to conserve water, i do not waste water.",Energy
2471,"the shower temperature to be adjust based off the users pervious settings, it would cut back on the wait time for the bathroom, since the temperature is already preset for the users perferences..",Energy
2472,"all electronics attached to circuit breaker, and the home to turn off the breaker after a long period of inactivity, I can save electricity.",Energy
2473,"the litter box to be auto cleaned when dirty, the house stays sanitary and the air is always clean.",Health
2474,"the shower to have a preset music and radio system, I can listen to the news while preparing for work or school.",Entertainment
2475,"spoken reminders to take medicine at the right times, doses aren't skipped or doubled.",Health
2476,"my smart home to dim or turn off lights if no one is home,, I know I'm not wasting energy..",Energy
2477,"my smart home to notify me when there is a faulty outlet or wiring., I can have it fixed and prevent a hazard such as a fire; and the house will not burn down..",Safety
2478,"my smart home to update me on food inventory while I am shopping, I buy what is needed and avoid over buying..",Other
2479,"app/alarm controlled retractable stairs, the second floor can be secure in case of zombie attacks or a swat raid.",Safety
2480,"my smart home to notify me when items have expired, I can dispose of properly..",Safety
2481,"smart toilets that automatically urine test, i know when my kid is smoking doobies after school.",Other
2482,"my smart home to automatically give my cats kibble if I don't get home by a certain time,, I know my cats don't go hungry..",Health
2483,"my refrigerator to recognize, inventory, and display everything inside, I won't waste energy and time staring into it.",Energy
2484,"my entertainment system to alert me off the movies and tv shows my children are watch, I can monitior the programs that my children are viewing when I am not in the room with them.",Entertainment
2485,"my smart home to alert me when someone is using a computer, I can monitor what the grand kids are viewing..",Safety
2486,"my smart home to open dog doors at set intervals, my dogs can go outside when I am not home..",Health
2487,"monitor my childrens TV, so I can prevent them to watch bad channels.",Entertainment
2488,"A light that will go off in my room at night when there are noises in the house, I can wear my headphones when watching movies on my iPad late at night and can also be aware of one of my kids are up or there are any disturbances in my home..",Safety
2489,"a zapper that automatically zaps insects that may come inside, I can avoid an infestation.",Health
2490,"a smart closet that keeps track of what i wear and chooses outfits for me, i'm always looking sharp and don't wear the same outfits all the time.",Other
2491,"my smart home to always be connected to the internet,, I can control certain home functions like the lights or thermostat whether I am home or away..",Energy
2492,"monitor if there any insect in the room, to prevent insect bite..",Health
2493,"a voice controlled door and window lock, I don't miss any.",Safety
2494,"my smart home to alert me when some one is watching inappropriate channels on TV, I can control what the kids watch..",Health
2495,"my smart home to give me access to video from within my home,, I can keep an eye on things if I'm away for a long time..",Safety
2496,"something to list all new available movies within all of my available platforms in a single location, I know when something new is available.",Entertainment
2497,"voice controlled speakers and stations, I don't have to search for remotes.",Entertainment
2498,"my home to interact with my pets when I am away, by dispensing treats, toys, turning on water, etc, my pets are happy and occupied.",Entertainment
2499,"monitor external wall, if there any mud, I can repair it on time.",Safety
2500,"my smart home to send me texts or email updates on energy use,, I know where I'm using the most energy..",Energy
2501,"the stove and oven to auto set to the correct temperature for the dish I'm cooking, It cooks appropriately.",Health
2502,"A weight scale to store and analyze my weight trends, I know where I stand.",Health
2503,"my smart home to remind me when my bills are due., I do not risk having my utilities disconnected due to late or non-payment.",Safety
2504,"my smart home to notify me immediately if there are weather alters in my area,, I know if something bad is happening..",Safety
2505,"a coffee pot that can be controlled via mobile app, I don't have to manually set the pot.",Health
2506,"I want my smart home to project voice activated recipes and information from the internet onto the wall, I don't have to touch anything with dirty hands if I need to know something unexpected.",Entertainment
2507,"To be aware of my utility usage and estimated cost at any time, I can not be surprised when the bills arrive and can take steps to cut back when we've used excess..",Energy
2508,"voice activated light settings with different shades of lighting, I can see myself in ""natural light"" and other light while still in my bathroom.",Other
2509,"a heater that will heat the bathroom to a certain degree while the shower is on, I'm comfortable after my showers.",Health
2510,"my smart home to let me know when the air inside becomes contaminated with uncleanliness or germs that can spread, I can use an air cleaning system to clean the air.",Health
2511,"a pet dish that will auto fill with water and food, I don't forget to feed my cats.",Health
2512,"moisture detecting sensors in the ground, the sprinklers can automatically water as necessary.",Other
2513,"the pool to alarm when anyone gets in without using the code, my toddlers won't drown.",Safety
2514,"the door to alarm when anyone under a certain height opens it, my toddlers won't escape.",Safety
2515,"monitor room lights., to mentain room lights as per requirment all time.",Health
2516,"an alarm when the dog is chewing something I didn't give him, so he can't chew everything in site.",Safety
2517,"my smart home to automatically raise windows in the event of a fire, I and my pets can escape (especially so they can escape when I am not home).",Safety
2518,"a camera linked to my smart phone with video of the dogs, i can supervise them when I'm not in the same room.",Safety
2519,"a siren to go off when the cat gets on anything they shouldn't, they don't contaminate food or make messes.",Health
2520,"monitor electric line if there any lickege., prevent possible disaster.",Safety
2521,"my smart home to automatically contact the fire department in case of a fire, they can come as quickly as possible.",Safety
2522,"an alarm on the garbage can that goes off when anything is removed by something on 4 legs, they don't eat out of the garbage.",Health
2523,"my smart home to automatically dispense fire extinguishing (safe) chemicals in case of a major fire, damage will be limited.",Safety
2524,"self cleaning toilet, so its always clean.",Health
2525,"a self closing toilet with a lock, I don't sit in the water and toddlers can't get in to play.",Safety
2526,"an alert when the water in the toilet or any water appliance is leaking, i don't waste water.",Energy
2527,"light sensors built into plugs used for Christmas lights, so they shut off in daylight automatically.",Energy
2528,"my smart phone notify me when my fevarite program on my TV., I can watch it..",Entertainment
2529,"Self loading washer and dryer, Myself and elderly people or people with back problems can have an easier time doing laundry.",Health
2530,"notify me if there are any shortage in my kitchen product., I can buy at time..",Health
2531,"norify me if I put things in wrong place, I can put it on right place.",Safety
2532,"Television that prioritizes my favorite programs, I can enjoy television with friends and family.",Entertainment
2533,"Self refilling food bowls, My pets can have enough to eat if I have to take long trips.",Safety
2534,"appliances that automatically power off when not in use, I can save energy and money.",Energy
2535,"App that lets me know when I need to purchase more of something, I never run out of things.",Health
2536,"self watering plants, My plants can continue to be watered when I'm away.",Health
2538,"automatic updating consoles, I can get the latest downloads and updates instantly.",Entertainment
2539,"Air chemical detection system, I know what is in the air, especially when home renovation is happening.",Safety
2540,"fall detection walls/floors, I know if a loved one has fallen or is hurt.",Safety
2541,"Smart recipe books, I can make meals/recipes based on whatever I have in the house.",Health
2545,"a setting that will turn off all lights when movement is not detected in a room, I can save on electricity..",Energy
2546,"a stove that has voice comand settings, can save time whilst I prep..",Other
2547,"a siri like feature where my house can google things, I can have a talking house..",Entertainment
2548,"to be able to control the heat of the water to the degree, I can get the perfect shower, or bath..",Health
2549,"automatic locks on the doors, I ensure there will never be human error..",Safety
2550,"an alarm feature that has pressurse sense windows, I can ensure the protection of my home..",Safety
2551,"A feautre to take the humidity out of the air, it is refreshable breathable air..",Energy
2552,"A thermostat that flucuates with the peak levels of electricity use, and regulates itself, I save on energy costs..",Energy
2553,"A self cleaning shower, and toilet, I can save time in cleaning..",Health
2554,"A floor feature  that sucks up loose debris intov vents in the wall, I never have to vaccum again..",Other
2555,"when leaving outside all the lights to be turned off., my current bill would be less..",Energy
2556,"should monitor when the tv is on and what kind of shows my kid sees, i will guide her well.",Safety
2557,"to get alerts when any kind of natural disasters going to happen., to save my family..",Safety
2558,"to have all the required medicines, i dont want to go to shop last time..",Health
2559,"to wake me up at the correct time in the morning., i can prepare and move.",Health
2560,"to get alert daily weather, accordingly set the water heater temperature., so that i can get a good bath and wear clothes accordingly..",Health
2561,"to get alerts when someone knocks my door., i can get alerted when a stranger enters in..",Safety
2562,"to know when the water in the tank is going to fill., so that water can be saved from pouring from it..",Energy
2563,"my home to regulate my energy use, I can save money and help the environment..",Energy
2564,"when going to bed , in a single click all the led bulbs, switches should be turned off., so that i dont want to go to all the rooms to off the unwanted lights..",Safety
2565,"the house to wake my kids up in the morning, I dont have to do it.",Health
2566,"an automatic vacuum, the house is clean when I get home from work.",Health
2567,"to know any cameras targeting us to capture us without our permission., we would be more safe..",Safety
2568,"the doors to lock automatically behind me when coming or going., the house will always be secure.",Safety
2569,"outside motion detectors and a video recorder, I know if someone has been trespassing on my property.",Safety
2570,"the bathtub to self regulate water tempertature, my kids never get burned by hot water.",Safety
2571,"a smart dishwasher, my dishes will be cleaned while I'm at work.",Other
2572,"my tv to find my favorite shows automatically, I dont have to search for them.",Entertainment
2573,"a gas detector, if there's carbon monoxide or other poisonous gases inside, the authorities are notified.",Safety
2574,"my home to remind me when its time to walk the dog, I never forget.",Health
2575,"a smart washing machine that turns on automatically or by remote command, the clothes are washed and ready to be placed in the dryer by the time I get home from work.",Energy
2576,"the windows to open and close at the touch of a button, I never struggle with opening or closing a window again..",Safety
2577,"water leak detection, I or authorities are notified if a pipe bursts or leaks.",Safety
2578,"my kitchen to tell me when Im low on the kids favorite foods, I never run out of anything.",Health
2579,"a smart video game system, it knows what I want to play when I turn it on.",Entertainment
2580,"my home to turn off lights automatically when someone leaves a room, electricity is not wasted..",Energy
2581,"smart smoke alarms, the authorities are notified if there's a fire and my family is awoken so they can escape..",Safety
2582,"the house to inform me of any insect intruders, I can keep my home bug free.",Health
2583,"a pool alarm, I am notified if a child should wander onto the grounds where the swimming pool is located.",Safety
2584,"a smart computer system, it is up and ready for work in the morning automatically without my having to turn it on.",Other
2585,"a bathtub that fills to a predetermined water level, I don't use an excess of water.",Other
2586,"a thermostat that regulates the temperature inside the house and turns off when needed, it cuts down on energy costs.",Energy
2587,"lights that turn off in rooms when there is no movement detected in a certain amount of minutes, it cuts down on energy costs.",Energy
2588,"a low flow toliet that automatically flushes when someone walks away, it saves water and you never have to manually flush again.",Other
2589,"electronics to automatically come on at set time, around the time I arrive home from work, dont have to do it myself and can immediately relax.",Entertainment
2590,"a surveillance system that records movement outside my house and uploads it to my home server, I can see any potential intruders.",Safety
2591,"a health monitoring system that can detect my blood pressure and other critical health factors, I can take precautionary measures to live a better and healthier life.",Health
2592,"a food device that organizes food portions and/or calories, I can maintain a healthy weight and lifestyle.",Health
2593,"a securty system that automatically locks doors and windows after a certain time of the day, I can keep intruders out of my house when I'm not there or I'm sleeping.",Safety
2594,"a device that heats the roof of the house to melt snow, if there is ever a large snowstorm, I dont run the risk of my roof colapsing.",Safety
2595,"to know when my spices are getting low, I know when to buy another of that spice.",Other
2596,"a shopping list to be generated automatically when I throw away empty containers of food, I don't have to write down and maintain the grocery list.",Other
2597,"the door to unlock open automatically when my dog needs to use the bathroom, then let him back in, and then shut and lock the door behind him, I don't have to go home on my lunch break to let the dog out.",Energy
2598,"the Christmas lights to turn off and on automatically, I don't have to worry about a fire.",Safety
2599,"the thermostat to automatically detect when we are in REM sleep to decrease the temperature, we save money and energy.",Energy
2600,"a vacuum that automatically cleans the floor when it senses that it is dirty, my floors stay clean.",Other
2601,"a garage door that automatically sense when I get in my car and opens the door or when my car approaches the door and opens the door, I don't have to use a garage door opener.",Other
2602,"smart key locks, I can open my doors with my smartphone or a fingerprint sensor if I lose my keys.",Safety
2603,"a smart shower that reads temperature and time spent in the shower, I can save water, time, and energy.",Energy
2604,"a refrigerator that plays music, I can easily listen to music while cooking and doing meal preparation.",Entertainment
2605,"my shower to immediately turn to a warm temperature before I get in, I can have a comfortable show.",Health
2606,"front door to lock if I am in the shower or busy cooking, my child cannot get out on their own.",Safety
2607,"my water heater to turn off by itself at night, I can save money on my electricity and water bills.",Energy
2608,"my television to automatically turn off if I fall asleep on the couch, it doesn't waste extra electricity.",Energy
2609,"my stove to immediately cool down after I am done cooking, my child cannot get burned.",Safety
2610,"my doors to lock if an intruder comes in, they cannot escape and will be caught by police.",Safety
2611,"my pool to automatically cover itself when my child is playing outside, they will not fall in or rown.",Safety
2612,"my blinds to close when the house gets too sunny, it stays cool inside.",Energy
2613,"my dishwasher to automatically open when it's finished, the dishes can dry out easier.",Other
2614,"my tub to stop filling when it reaches halfway, my child can easily take a bath safely.",Safety
2615,"a security system that informs me of doors opening, I can know who is in my home at any time.",Safety
2616,"the house to increase the volume when I'm playing, I can enjoy the game more.",Entertainment
2618,"my house to adjust lighting based on how many people are there, people can see well and the house is nice looking.",Energy
2620,"my house to turn speakers on depending on which room I'm in, I can hear my music wherever I go.",Entertainment
2622,"to protect my children from harm, they will feel safe in their own home and in the immediate area of the home.",Safety
2623,"to be able to notify my landlord when there is a maintenance problem automatically though a smart home app., i don't have to take the time and contact the landlord when I have a maintenance problem.",Other
2624,"the lights to dim when it gets late, my children will get sleepy and know when it's time for bed.",Energy
2625,"the oven to only function when I'm in the kitchen, the kids won't hurt themselves.",Safety
2627,"the fireplace to turn on as soon as I enter the living room, I can be warm and comfortable in the winter.",Energy
2628,"a reminder or alarm sent when I have a lit cigarette and I am not in the same room, I can prevent potential fires.",Safety
2629,"the windows to automatically lock at night, I can prevent break-ins.",Safety
2630,"to be able to have a robot with cameras on it roam my house at my control., I can see what's going on with my children when i'm not home..",Entertainment
2631,"the garage door to only open on my command, the kids can't get out of the house.",Safety
2632,"my smart home to inform me if I haven't consumed enough calories at certain points in the day., I would be able to have energy throughout the day..",Health
2633,"an alarm every time my child gets close to the top of the stairs, a fall can be prevented.",Safety
2634,"my televisions to be automatically switched to the stations that my favorite sports teams are playing on., I don't forget to watch the games..",Entertainment
2635,"the temperature to automatically adjust based on how hot or cold it is outside, I am comfortable.",Energy
2637,"a projector that can be hidden when not in use but when in use can use a wall as a screen with the clarity of a HD TV., we can watch movies and TV on a big screen.",Entertainment
2638,"the ability to lock all doors on command, I can put the house into lock down to protect my kids.",Safety
2639,"to be able to start my vehicle from a button inside the house., I don't have to use an app on my smartphone or go outside to start my car..",Other
2640,"my Pandora station to turn on when I enter a room, I can enjoy my music without effort.",Entertainment
2641,"a mutil detector for smoke, radon, carbon monoxide all in one unit, I do not have to have many detectors for different elements in my home.",Safety
2642,"to be notified when my crops need to be watered, i know when to water them.",Energy
2643,"lights in my smart home to open when I enter a room and turn off as I leave., I can conserve energy and save money..",Energy
2645,"a panoramic theater system in my bathroom, I can i can be entertained while I go poopoo..",Health
2646,"my smart home to turn off the oven after a certain time, I wont burn the food.",Safety
2647,"to shut off my hot water heaters when I am not at home, I save energy by not heating water when I don't need it..",Energy
2648,"a feature that can fill a tub remotely to the temperature I set as well as dispense correct amounts of soap/bubble bath, I can do other things while the tub is filling or I can have the tub ready for me when I get in..",Health
2649,"my lawnmower to mow automatically, I wont have to mow the lawn.",Energy
2650,"a screen in the kitchen that will choose healthy dinner recipes for my family on a nightly basis, I don't have to make decisions on what to cook for dinner.",Health
2651,"some kind of food dispenser that knows when to feed my cats and dogs, I do not have to do it.",Other
2653,"my alarm to go off when my child opens the door, my kids will be safe.",Safety
2654,"a feature in my stove that will tell me the exact temperature of not just the stove but the burners and grill feature as well when in use, I can monitor my food being cooked to the exact degree as some things need precision..",Entertainment
2655,"my smart home to turn on the lights when my child cries, I may not have to get up at night.",Entertainment
2656,"a full featured remote to control diagnostics of my health and be transmitted to my television., I can monitor my diagnostics wireless and possibly have them transmitted to my Dr..",Health
2658,"my smart home to send a warning if the oven gets turned on by child, my child will be safe.",Safety
2660,"my home to automatically recognize my nephews and nieces through facial recognition software and give them access to the house when they visit., I do not have to give them a key..",Other
2661,"my smart home to automatically lock doors at night, my family will be safe.",Safety
2662,"electronics to turn themselves off if not being used in a certain amount of time, electricity consumption is reduced.",Energy
2663,"to be notified when a package is left, I can grab it and am aware it's there.",Safety
2664,"a vacuum cleaner that can automatically clean all pet areas on a daily basis or any area in which they have food or a high concentration of hair, I can keep these areas clean - they seem to get dirtier faster..",Health
2665,"a healthy snack dispenser that will be accessible to my child at predetermined times throughout the day, my child can have an approved snack without having to ask.",Health
2666,"my smart home to  immediately sound alarm if smoke is found, my family will be safe.",Safety
2667,"my favorite music to play at good times of day, I can enjoy it.",Entertainment
2668,"toilets to flush automatically., I don't have to waste time doing it..",Other
2669,"lightbulbs that turn off if a human presence is not detected, energy will be saved..",Energy
2670,"the house to know how much food I have left, it can order some more.",Health
2671,"my smart home to sound an alarm if someone is walking around after night, my family will be safe.",Safety
2672,"a system that will turn on sprinklers and automatically open windows and drop down ladders in the case of a fire, my family can quickly evacuate.",Safety
2673,"to keep my leaves from falling into the neighbors' yard in the fall so I want a machine that can somhow detect a falling leaf and send to to the ground on my own property, my elderly neighbors do not have to rake leaves that are not theirs..",Other
2674,"exercise to turn to electricity, I can contribute.",Energy
2675,"the house to adjust the temp to lower while I'm asleep, I can save energy.",Energy
2676,"a tv that gathers information about what I watch, and recommends movies to me, I can broaden my movie collection.",Entertainment
2677,"the house to feed the cat, I don't have to.",Health
2679,"my smart home to alarm if there is excessive screaming, my family will be safe.",Safety
2680,"the house to have a gaming mode, lighting and sounds are adjusted.",Entertainment
2681,"a feature that will set out his clothes for him on a daily basis - basically a system that will put from his closet, he can get dressed without issue in the morning and not have us help him when we could be doing other things.",Other
2682,"floors that stay a certain temperature, so I don't get cold.",Energy
2683,"the house to grab the mail, I don't have to go to the mailbox.",Safety
2684,"a trash can that will automatically sort and bag trash, recycling and compost, we can practice conservation with minimal effort.",Energy
2685,"a shower feature that remembers my favorite temperature and automatically sets the correct temperature, I can take a nice shower.",Other
2686,"doors to unlock automatically if I am specifically detected., I don't need to deal with keys..",Other
2687,"the kitchen to clean itself, I don't have to.",Health
2688,"a feature that can automatically drain my pool in the fall/winter, cover it, and then refill it in the spring, we can enjoy the pool in the months we can use it..",Entertainment
2689,"the house to reprimand the animals, I don't have to.",Health
2690,"my TV to find all of my favorite shows on demand, I can watch what I want without having to search.",Entertainment
2691,"doors to open automatically., I can save time..",Other
2692,"a motion detector in the kitchen, I know when my dogs go in there.",Other
2693,"my smart home to notify me if someone leaves out or comes in after midnight, I will know if there is toruble.",Safety
2694,"my smart home to notify me if there is a leak in the roof, I can prevent further damage to my home.",Safety
2695,"a stove that can cook multiple items at different temperatures at the same time, I can prepare a meal and save time.",Energy
2696,"communication to open up with anyone in the house when prompted., I can talk to someone without having to find them..",Other
2697,"a space heater that actually maintains the temperature in the room, my utility bill will be reduced.",Energy
2698,"food created on demand, I can have exactly what I want when I want it..",Health
2699,"my smart home to alert me when anything rated higher than TV PG is playing on the televisions in the house, I will know to supervise my kids' TV viewing or to block a show or channel.",Entertainment
2700,"sensor that will monitor my child's body temperature at all times, I can tell when he has a fever.",Health
2701,"a camera that connects to my smartphone and comes on when it detects pets but not humans, I can keep a watchful eye on my precocious dogs..",Safety
2702,"my smart home to alert me to reports of impending violent weather, I can make preparations for safety.",Safety
2703,"a smart shower system, water pressure and heat will remain consistent and strong for the duration of my showers..",Energy
2704,"Toilet to automatically flush with voice activation., So I don't have to touch the toilet handle..",Health
2705,"to be informed if a person has fallen anywhere in the house., I can check to make sure they are OK..",Safety
2706,"a computer program that hooks to an outdoor camera and makes a popup appear on my PC screen when someone comes to the door, I can know who is at the door and decide if I want to answer or not.",Other
2707,"my smart home to alert me when any light bulb has fewer than 8 hours of life remaining, I can replace them before getting trapped in the dark.",Energy
2708,"the crib to have motion detection., the crib can automate and control baby's crying with voice control and notify me of potentially dangerous situations..",Safety
2709,"a smart floor, when the interior temperature reaches a certain point, the floors will warm up automatically..",Energy
2710,"my smart home to alert me when streams, shows, podcasts I am interested in are coming on or are posted., I don't miss something I want to listen to or watch..",Entertainment
2711,"lights to auto adjust dimness based on time of day., I can save electricity and regulate my sleep schedule with natural lighting..",Energy
2712,"appliances that have a feature like new cars that let you know when your tire pressure is low, my appliances can let me know when a part starts going out.",Other
2713,"my smart home to alert me to reports of crimes in the area, I can be on alert for security.",Safety
2714,"Rollup window blind sensors, The window blinds will open automatically during daylight hours and then close when it is dark..",Energy
2715,"a sensor in the fridge, it will detect any rotting food or food with bacterium in it so I know to avoid eating it.",Health
2716,"my TV to automatically play my favorite show/news channel when I get home from work., I don't have to waste time pressing buttons with my remote..",Entertainment
2717,"a doorbell that video records who is outside of my house, i can see who is outside before answering the door or when i am not home.",Safety
2718,"a touch-screen, voice-activated smart monitor, I can watch videos, television or do other things right when I need to..",Entertainment
2719,"my smart home to tell me if clothes are finished washing or drying., I can take them out or transfer them..",Other
2720,"my shower to automatically adjust the temperature., I don't have to change the knob to my desired temperature..",Health
2721,"an automatic sprinkler, when it has not rained in awhile the grass will stay green and watered.",Energy
2722,"an alert on my phone when my child leaves the house, i can know when my child is leaving.",Safety
2723,"my smart home to alert me to the new releases on Netflix which I add to a watch list each month, I can catch the movies I've been waiting for.",Entertainment
2724,"a cat house that automates feeding and give me updates through an app on my phone with webcam monitoring., I don't have to pay for a cat babysitter whenever I go on vacation..",Other
2725,"automatic lights, i do not have to turn on the lights at night.",Energy
2726,"automatic doors, they require a finger print or voice command to open.",Safety
2727,"my faucets to have automatic water filtration built in., all the water that I utilize is fresh and free from pollutants..",Health
2728,"a litterbox that alerts my phone when my cat has used it, i can clean it right away.",Health
2729,"my smart home to define words for me if I ask it to., it is faster and easier to do..",Other
2730,"a smart gaming computer, when I play resource-intensive games the computer adjusts itself to run them at maximum efficiency automatically..",Entertainment
2731,"a robot that can prepare meals for me., I don't have to waste time cooking..",Other
2732,"my smart home to adjust the water temperature in the shower by my input into my smart phone, take comfortable showers.",Health
2733,"a radio that i can talk to to play specific artists, i do not have to use my smartphone to do this.",Entertainment
2734,"automated sprinkler system, when a fire breaks out in the home the sprinklers will activate and take care of everything.",Safety
2735,"my fridge to tell me whenever food is about to be spoiled with cameras that detect expiration date., I can keep a safe and clean refrigerator at all times..",Health
2736,"smart doors, when I come home from shopping they sense my presence and open automatically..",Safety
